"endTime","cumulativeWords","song","eminem"
106278,389,"Dr..Dre.feat..Eminem.",TRUE
107138,393,"Dr..Dre.feat..Eminem.",TRUE
109043,399,"Dr..Dre.feat..Eminem.",TRUE
109787,404,"Dr..Dre.feat..Eminem.",TRUE
111855,411,"Dr..Dre.feat..Eminem.",TRUE
113405,418,"Dr..Dre.feat..Eminem.",TRUE
114637,421,"Dr..Dre.feat..Eminem.",TRUE
115725,427,"Dr..Dre.feat..Eminem.",TRUE
117630,437,"Dr..Dre.feat..Eminem.",TRUE
119883,449,"Dr..Dre.feat..Eminem.",TRUE
121874,456,"Dr..Dre.feat..Eminem.",TRUE
123615,464,"Dr..Dre.feat..Eminem.",TRUE
125425,470,"Dr..Dre.feat..Eminem.",TRUE
126330,475,"Dr..Dre.feat..Eminem.",TRUE
128415,484,"Dr..Dre.feat..Eminem.",TRUE
131687,494,"Dr..Dre.feat..Eminem.",TRUE
133939,502,"Dr..Dre.feat..Eminem.",TRUE
135773,511,"Dr..Dre.feat..Eminem.",TRUE
139117,520,"Dr..Dre.feat..Eminem.",TRUE
140717,528,"Dr..Dre.feat..Eminem.",TRUE
143480,535,"Dr..Dre.feat..Eminem.",TRUE
145058,540,"Dr..Dre.feat..Eminem.",TRUE
146058,546,"Dr..Dre.feat..Eminem.",TRUE
146632,550,"Dr..Dre.feat..Eminem.",TRUE
147472,555,"Dr..Dre.feat..Eminem.",TRUE
148653,560,"Dr..Dre.feat..Eminem.",TRUE
149373,563,"Dr..Dre.feat..Eminem.",TRUE
150558,568,"Dr..Dre.feat..Eminem.",TRUE
152157,572,"Dr..Dre.feat..Eminem.",TRUE
153250,578,"Dr..Dre.feat..Eminem.",TRUE
153942,582,"Dr..Dre.feat..Eminem.",TRUE
154641,587,"Dr..Dre.feat..Eminem.",TRUE
156053,591,"Dr..Dre.feat..Eminem.",TRUE
156476,594,"Dr..Dre.feat..Eminem.",TRUE
157617,599,"Dr..Dre.feat..Eminem.",TRUE
158325,605,"Dr..Dre.feat..Eminem.",TRUE
160021,613,"Dr..Dre.feat..Eminem.",TRUE
161434,621,"Dr..Dre.feat..Eminem.",TRUE
162526,626,"Dr..Dre.feat..Eminem.",TRUE
163685,632,"Dr..Dre.feat..Eminem.",TRUE
164730,636,"Dr..Dre.feat..Eminem.",TRUE
166585,644,"Dr..Dre.feat..Eminem.",TRUE
167955,650,"Dr..Dre.feat..Eminem.",TRUE
168722,655,"Dr..Dre.feat..Eminem.",TRUE
170140,663,"Dr..Dre.feat..Eminem.",TRUE
171784,671,"Dr..Dre.feat..Eminem.",TRUE
173869,680,"Dr..Dre.feat..Eminem.",TRUE
175377,687,"Dr..Dre.feat..Eminem.",TRUE
176838,696,"Dr..Dre.feat..Eminem.",TRUE
177839,701,"Dr..Dre.feat..Eminem.",TRUE
179229,708,"Dr..Dre.feat..Eminem.",TRUE
180157,713,"Dr..Dre.feat..Eminem.",TRUE
181201,720,"Dr..Dre.feat..Eminem.",TRUE
182572,726,"Dr..Dre.feat..Eminem.",TRUE
183919,733,"Dr..Dre.feat..Eminem.",TRUE
184803,739,"Dr..Dre.feat..Eminem.",TRUE
186199,746,"Dr..Dre.feat..Eminem.",TRUE
187059,750,"Dr..Dre.feat..Eminem.",TRUE
188824,756,"Dr..Dre.feat..Eminem.",TRUE
189135,763,"Dr..Dre.feat..Eminem.",TRUE
191222,768,"Dr..Dre.feat..Eminem.",TRUE
192570,773,"Dr..Dre.feat..Eminem.",TRUE
193269,778,"Dr..Dre.feat..Eminem.",TRUE
195174,785,"Dr..Dre.feat..Eminem.",TRUE
196851,792,"Dr..Dre.feat..Eminem.",TRUE
198014,797,"Dr..Dre.feat..Eminem.",TRUE
199154,804,"Dr..Dre.feat..Eminem.",TRUE
200939,811,"Dr..Dre.feat..Eminem.",TRUE
202424,816,"Dr..Dre.feat..Eminem.",TRUE
203470,822,"Dr..Dre.feat..Eminem.",TRUE
204094,826,"Dr..Dre.feat..Eminem.",TRUE
204953,831,"Dr..Dre.feat..Eminem.",TRUE
205837,836,"Dr..Dre.feat..Eminem.",TRUE
206745,839,"Dr..Dre.feat..Eminem.",TRUE
207840,844,"Dr..Dre.feat..Eminem.",TRUE
209477,848,"Dr..Dre.feat..Eminem.",TRUE
210476,854,"Dr..Dre.feat..Eminem.",TRUE
211333,858,"Dr..Dre.feat..Eminem.",TRUE
212077,863,"Dr..Dre.feat..Eminem.",TRUE
213165,867,"Dr..Dre.feat..Eminem.",TRUE
213907,870,"Dr..Dre.feat..Eminem.",TRUE
215093,875,"Dr..Dre.feat..Eminem.",TRUE
216763,879,"Dr..Dre.feat..Eminem.",TRUE
217669,885,"Dr..Dre.feat..Eminem.",TRUE
218318,889,"Dr..Dre.feat..Eminem.",TRUE
219295,894,"Dr..Dre.feat..Eminem.",TRUE
220382,898,"Dr..Dre.feat..Eminem.",TRUE
221034,901,"Dr..Dre.feat..Eminem.",TRUE
222197,906,"Dr..Dre.feat..Eminem.",TRUE
3414,1,"Eminem.feat..Joyner.Lucas.",TRUE
10240,6,"Eminem.feat..Joyner.Lucas.",TRUE
14510,20,"Eminem.feat..Joyner.Lucas.",TRUE
17714,35,"Eminem.feat..Joyner.Lucas.",TRUE
20711,48,"Eminem.feat..Joyner.Lucas.",TRUE
23776,58,"Eminem.feat..Joyner.Lucas.",TRUE
26957,70,"Eminem.feat..Joyner.Lucas.",TRUE
29975,83,"Eminem.feat..Joyner.Lucas.",TRUE
32946,95,"Eminem.feat..Joyner.Lucas.",TRUE
36382,106,"Eminem.feat..Joyner.Lucas.",TRUE
37728,110,"Eminem.feat..Joyner.Lucas.",TRUE
40537,119,"Eminem.feat..Joyner.Lucas.",TRUE
43860,131,"Eminem.feat..Joyner.Lucas.",TRUE
47044,143,"Eminem.feat..Joyner.Lucas.",TRUE
50019,153,"Eminem.feat..Joyner.Lucas.",TRUE
51787,162,"Eminem.feat..Joyner.Lucas.",TRUE
52905,172,"Eminem.feat..Joyner.Lucas.",TRUE
54600,181,"Eminem.feat..Joyner.Lucas.",TRUE
56019,190,"Eminem.feat..Joyner.Lucas.",TRUE
57949,200,"Eminem.feat..Joyner.Lucas.",TRUE
59064,206,"Eminem.feat..Joyner.Lucas.",TRUE
60507,214,"Eminem.feat..Joyner.Lucas.",TRUE
62317,223,"Eminem.feat..Joyner.Lucas.",TRUE
63485,228,"Eminem.feat..Joyner.Lucas.",TRUE
65439,239,"Eminem.feat..Joyner.Lucas.",TRUE
66673,246,"Eminem.feat..Joyner.Lucas.",TRUE
68534,258,"Eminem.feat..Joyner.Lucas.",TRUE
69929,267,"Eminem.feat..Joyner.Lucas.",TRUE
71882,277,"Eminem.feat..Joyner.Lucas.",TRUE
73418,285,"Eminem.feat..Joyner.Lucas.",TRUE
74792,294,"Eminem.feat..Joyner.Lucas.",TRUE
76931,303,"Eminem.feat..Joyner.Lucas.",TRUE
77933,311,"Eminem.feat..Joyner.Lucas.",TRUE
79584,319,"Eminem.feat..Joyner.Lucas.",TRUE
81234,327,"Eminem.feat..Joyner.Lucas.",TRUE
83279,336,"Eminem.feat..Joyner.Lucas.",TRUE
84583,346,"Eminem.feat..Joyner.Lucas.",TRUE
87369,357,"Eminem.feat..Joyner.Lucas.",TRUE
90649,376,"Eminem.feat..Joyner.Lucas.",TRUE
92185,384,"Eminem.feat..Joyner.Lucas.",TRUE
93787,394,"Eminem.feat..Joyner.Lucas.",TRUE
95063,402,"Eminem.feat..Joyner.Lucas.",TRUE
96970,415,"Eminem.feat..Joyner.Lucas.",TRUE
98590,425,"Eminem.feat..Joyner.Lucas.",TRUE
100080,436,"Eminem.feat..Joyner.Lucas.",TRUE
101658,445,"Eminem.feat..Joyner.Lucas.",TRUE
103170,452,"Eminem.feat..Joyner.Lucas.",TRUE
106168,465,"Eminem.feat..Joyner.Lucas.",TRUE
107839,474,"Eminem.feat..Joyner.Lucas.",TRUE
109350,479,"Eminem.feat..Joyner.Lucas.",TRUE
111162,486,"Eminem.feat..Joyner.Lucas.",TRUE
112139,493,"Eminem.feat..Joyner.Lucas.",TRUE
114765,505,"Eminem.feat..Joyner.Lucas.",TRUE
117969,518,"Eminem.feat..Joyner.Lucas.",TRUE
121034,532,"Eminem.feat..Joyner.Lucas.",TRUE
124005,542,"Eminem.feat..Joyner.Lucas.",TRUE
125120,545,"Eminem.feat..Joyner.Lucas.",TRUE
127000,554,"Eminem.feat..Joyner.Lucas.",TRUE
130229,568,"Eminem.feat..Joyner.Lucas.",TRUE
131878,573,"Eminem.feat..Joyner.Lucas.",TRUE
133294,579,"Eminem.feat..Joyner.Lucas.",TRUE
136595,589,"Eminem.feat..Joyner.Lucas.",TRUE
138034,593,"Eminem.feat..Joyner.Lucas.",TRUE
138919,599,"Eminem.feat..Joyner.Lucas.",TRUE
140498,605,"Eminem.feat..Joyner.Lucas.",TRUE
142380,612,"Eminem.feat..Joyner.Lucas.",TRUE
143634,620,"Eminem.feat..Joyner.Lucas.",TRUE
145701,629,"Eminem.feat..Joyner.Lucas.",TRUE
146885,636,"Eminem.feat..Joyner.Lucas.",TRUE
148464,647,"Eminem.feat..Joyner.Lucas.",TRUE
149950,658,"Eminem.feat..Joyner.Lucas.",TRUE
151391,664,"Eminem.feat..Joyner.Lucas.",TRUE
152806,669,"Eminem.feat..Joyner.Lucas.",TRUE
154152,678,"Eminem.feat..Joyner.Lucas.",TRUE
155916,687,"Eminem.feat..Joyner.Lucas.",TRUE
158284,697,"Eminem.feat..Joyner.Lucas.",TRUE
159908,706,"Eminem.feat..Joyner.Lucas.",TRUE
161486,711,"Eminem.feat..Joyner.Lucas.",TRUE
162229,713,"Eminem.feat..Joyner.Lucas.",TRUE
164736,727,"Eminem.feat..Joyner.Lucas.",TRUE
165665,734,"Eminem.feat..Joyner.Lucas.",TRUE
167383,744,"Eminem.feat..Joyner.Lucas.",TRUE
168543,751,"Eminem.feat..Joyner.Lucas.",TRUE
170005,759,"Eminem.feat..Joyner.Lucas.",TRUE
171239,764,"Eminem.feat..Joyner.Lucas.",TRUE
173399,773,"Eminem.feat..Joyner.Lucas.",TRUE
175233,781,"Eminem.feat..Joyner.Lucas.",TRUE
177741,791,"Eminem.feat..Joyner.Lucas.",TRUE
175929,799,"Eminem.feat..Joyner.Lucas.",TRUE
181594,810,"Eminem.feat..Joyner.Lucas.",TRUE
183104,820,"Eminem.feat..Joyner.Lucas.",TRUE
185262,831,"Eminem.feat..Joyner.Lucas.",TRUE
187772,842,"Eminem.feat..Joyner.Lucas.",TRUE
188885,847,"Eminem.feat..Joyner.Lucas.",TRUE
190650,866,"Eminem.feat..Joyner.Lucas.",TRUE
194063,889,"Eminem.feat..Joyner.Lucas.",TRUE
195920,902,"Eminem.feat..Joyner.Lucas.",TRUE
197452,908,"Eminem.feat..Joyner.Lucas.",TRUE
198380,914,"Eminem.feat..Joyner.Lucas.",TRUE
199756,923,"Eminem.feat..Joyner.Lucas.",TRUE
200642,929,"Eminem.feat..Joyner.Lucas.",TRUE
202291,940,"Eminem.feat..Joyner.Lucas.",TRUE
203778,947,"Eminem.feat..Joyner.Lucas.",TRUE
205334,956,"Eminem.feat..Joyner.Lucas.",TRUE
206971,969,"Eminem.feat..Joyner.Lucas.",TRUE
208386,977,"Eminem.feat..Joyner.Lucas.",TRUE
209710,989,"Eminem.feat..Joyner.Lucas.",TRUE
211246,1001,"Eminem.feat..Joyner.Lucas.",TRUE
213010,1012,"Eminem.feat..Joyner.Lucas.",TRUE
215007,1022,"Eminem.feat..Joyner.Lucas.",TRUE
216493,1028,"Eminem.feat..Joyner.Lucas.",TRUE
219860,1040,"Eminem.feat..Joyner.Lucas.",TRUE
221741,1047,"Eminem.feat..Joyner.Lucas.",TRUE
223203,1053,"Eminem.feat..Joyner.Lucas.",TRUE
224713,1061,"Eminem.feat..Joyner.Lucas.",TRUE
227173,1070,"Eminem.feat..Joyner.Lucas.",TRUE
228614,1076,"Eminem.feat..Joyner.Lucas.",TRUE
230238,1085,"Eminem.feat..Joyner.Lucas.",TRUE
232002,1093,"Eminem.feat..Joyner.Lucas.",TRUE
234953,1105,"Eminem.feat..Joyner.Lucas.",TRUE
238134,1117,"Eminem.feat..Joyner.Lucas.",TRUE
241199,1129,"Eminem.feat..Joyner.Lucas.",TRUE
244380,1139,"Eminem.feat..Joyner.Lucas.",TRUE
33901,1,"Eminem.feat..Nate.Dogg.",TRUE
38173,10,"Eminem.feat..Nate.Dogg.",TRUE
42817,24,"Eminem.feat..Nate.Dogg.",TRUE
47163,36,"Eminem.feat..Nate.Dogg.",TRUE
51396,52,"Eminem.feat..Nate.Dogg.",TRUE
55334,70,"Eminem.feat..Nate.Dogg.",TRUE
59078,84,"Eminem.feat..Nate.Dogg.",TRUE
62235,98,"Eminem.feat..Nate.Dogg.",TRUE
65117,109,"Eminem.feat..Nate.Dogg.",TRUE
67862,119,"Eminem.feat..Nate.Dogg.",TRUE
70741,126,"Eminem.feat..Nate.Dogg.",TRUE
73388,135,"Eminem.feat..Nate.Dogg.",TRUE
76828,146,"Eminem.feat..Nate.Dogg.",TRUE
79150,152,"Eminem.feat..Nate.Dogg.",TRUE
81982,159,"Eminem.feat..Nate.Dogg.",TRUE
84749,167,"Eminem.feat..Nate.Dogg.",TRUE
86839,175,"Eminem.feat..Nate.Dogg.",TRUE
90488,190,"Eminem.feat..Nate.Dogg.",TRUE
93712,202,"Eminem.feat..Nate.Dogg.",TRUE
95895,212,"Eminem.feat..Nate.Dogg.",TRUE
98824,222,"Eminem.feat..Nate.Dogg.",TRUE
101564,231,"Eminem.feat..Nate.Dogg.",TRUE
103798,241,"Eminem.feat..Nate.Dogg.",TRUE
106538,250,"Eminem.feat..Nate.Dogg.",TRUE
109464,259,"Eminem.feat..Nate.Dogg.",TRUE
112343,268,"Eminem.feat..Nate.Dogg.",TRUE
115223,278,"Eminem.feat..Nate.Dogg.",TRUE
117963,287,"Eminem.feat..Nate.Dogg.",TRUE
120749,296,"Eminem.feat..Nate.Dogg.",TRUE
123489,305,"Eminem.feat..Nate.Dogg.",TRUE
126275,315,"Eminem.feat..Nate.Dogg.",TRUE
129015,327,"Eminem.feat..Nate.Dogg.",TRUE
131895,337,"Eminem.feat..Nate.Dogg.",TRUE
134499,349,"Eminem.feat..Nate.Dogg.",TRUE
137517,363,"Eminem.feat..Nate.Dogg.",TRUE
140257,376,"Eminem.feat..Nate.Dogg.",TRUE
143090,391,"Eminem.feat..Nate.Dogg.",TRUE
145784,404,"Eminem.feat..Nate.Dogg.",TRUE
148849,411,"Eminem.feat..Nate.Dogg.",TRUE
151548,420,"Eminem.feat..Nate.Dogg.",TRUE
154288,432,"Eminem.feat..Nate.Dogg.",TRUE
157121,446,"Eminem.feat..Nate.Dogg.",TRUE
159980,457,"Eminem.feat..Nate.Dogg.",TRUE
162786,468,"Eminem.feat..Nate.Dogg.",TRUE
165619,480,"Eminem.feat..Nate.Dogg.",TRUE
168452,491,"Eminem.feat..Nate.Dogg.",TRUE
171145,501,"Eminem.feat..Nate.Dogg.",TRUE
173932,510,"Eminem.feat..Nate.Dogg.",TRUE
176672,519,"Eminem.feat..Nate.Dogg.",TRUE
179598,528,"Eminem.feat..Nate.Dogg.",TRUE
182387,538,"Eminem.feat..Nate.Dogg.",TRUE
185127,547,"Eminem.feat..Nate.Dogg.",TRUE
187867,556,"Eminem.feat..Nate.Dogg.",TRUE
190747,565,"Eminem.feat..Nate.Dogg.",TRUE
193444,576,"Eminem.feat..Nate.Dogg.",TRUE
196276,587,"Eminem.feat..Nate.Dogg.",TRUE
198970,596,"Eminem.feat..Nate.Dogg.",TRUE
201849,607,"Eminem.feat..Nate.Dogg.",TRUE
204636,617,"Eminem.feat..Nate.Dogg.",TRUE
207561,630,"Eminem.feat..Nate.Dogg.",TRUE
210141,643,"Eminem.feat..Nate.Dogg.",TRUE
213041,653,"Eminem.feat..Nate.Dogg.",TRUE
216246,663,"Eminem.feat..Nate.Dogg.",TRUE
218986,674,"Eminem.feat..Nate.Dogg.",TRUE
221633,686,"Eminem.feat..Nate.Dogg.",TRUE
224465,698,"Eminem.feat..Nate.Dogg.",TRUE
227391,710,"Eminem.feat..Nate.Dogg.",TRUE
230038,721,"Eminem.feat..Nate.Dogg.",TRUE
232917,733,"Eminem.feat..Nate.Dogg.",TRUE
235750,745,"Eminem.feat..Nate.Dogg.",TRUE
238397,755,"Eminem.feat..Nate.Dogg.",TRUE
241184,764,"Eminem.feat..Nate.Dogg.",TRUE
243924,773,"Eminem.feat..Nate.Dogg.",TRUE
246757,782,"Eminem.feat..Nate.Dogg.",TRUE
249636,792,"Eminem.feat..Nate.Dogg.",TRUE
252422,801,"Eminem.feat..Nate.Dogg.",TRUE
255162,810,"Eminem.feat..Nate.Dogg.",TRUE
257719,819,"Eminem.feat..Nate.Dogg.",TRUE
260134,825,"Eminem.feat..Nate.Dogg.",TRUE
262874,833,"Eminem.feat..Nate.Dogg.",TRUE
265660,839,"Eminem.feat..Nate.Dogg.",TRUE
271004,847,"Eminem.feat..Nate.Dogg.",TRUE
273604,851,"Eminem.feat..Nate.Dogg.",TRUE
276576,855,"Eminem.feat..Nate.Dogg.",TRUE
280756,862,"Eminem.feat..Nate.Dogg.",TRUE
12771,1,"Future.feat..Drake.",FALSE
15116,7,"Future.feat..Drake.",FALSE
17786,15,"Future.feat..Drake.",FALSE
20873,24,"Future.feat..Drake.",FALSE
24030,32,"Future.feat..Drake.",FALSE
26770,41,"Future.feat..Drake.",FALSE
29417,49,"Future.feat..Drake.",FALSE
32946,60,"Future.feat..Drake.",FALSE
35453,68,"Future.feat..Drake.",FALSE
38285,78,"Future.feat..Drake.",FALSE
41419,87,"Future.feat..Drake.",FALSE
44276,96,"Future.feat..Drake.",FALSE
47085,104,"Future.feat..Drake.",FALSE
50335,110,"Future.feat..Drake.",FALSE
53098,120,"Future.feat..Drake.",FALSE
55884,130,"Future.feat..Drake.",FALSE
59344,142,"Future.feat..Drake.",FALSE
61967,153,"Future.feat..Drake.",FALSE
64777,161,"Future.feat..Drake.",FALSE
67749,171,"Future.feat..Drake.",FALSE
71046,183,"Future.feat..Drake.",FALSE
73667,189,"Future.feat..Drake.",FALSE
76615,199,"Future.feat..Drake.",FALSE
79796,208,"Future.feat..Drake.",FALSE
82511,216,"Future.feat..Drake.",FALSE
85390,225,"Future.feat..Drake.",FALSE
88409,233,"Future.feat..Drake.",FALSE
91498,244,"Future.feat..Drake.",FALSE
94238,252,"Future.feat..Drake.",FALSE
97279,259,"Future.feat..Drake.",FALSE
102062,267,"Future.feat..Drake.",FALSE
102524,268,"Future.feat..Drake.",FALSE
104144,275,"Future.feat..Drake.",FALSE
105931,282,"Future.feat..Drake.",FALSE
107951,294,"Future.feat..Drake.",FALSE
109321,299,"Future.feat..Drake.",FALSE
110760,305,"Future.feat..Drake.",FALSE
112920,312,"Future.feat..Drake.",FALSE
114335,319,"Future.feat..Drake.",FALSE
116076,326,"Future.feat..Drake.",FALSE
117536,332,"Future.feat..Drake.",FALSE
119393,341,"Future.feat..Drake.",FALSE
120925,348,"Future.feat..Drake.",FALSE
122666,353,"Future.feat..Drake.",FALSE
124453,361,"Future.feat..Drake.",FALSE
126102,368,"Future.feat..Drake.",FALSE
127773,377,"Future.feat..Drake.",FALSE
129630,384,"Future.feat..Drake.",FALSE
130535,387,"Future.feat..Drake.",FALSE
132879,397,"Future.feat..Drake.",FALSE
133924,401,"Future.feat..Drake.",FALSE
136361,408,"Future.feat..Drake.",FALSE
137754,415,"Future.feat..Drake.",FALSE
139727,421,"Future.feat..Drake.",FALSE
141375,428,"Future.feat..Drake.",FALSE
143116,433,"Future.feat..Drake.",FALSE
146413,445,"Future.feat..Drake.",FALSE
149849,458,"Future.feat..Drake.",FALSE
153239,470,"Future.feat..Drake.",FALSE
156606,480,"Future.feat..Drake.",FALSE
159972,492,"Future.feat..Drake.",FALSE
163361,502,"Future.feat..Drake.",FALSE
166706,511,"Future.feat..Drake.",FALSE
169562,518,"Future.feat..Drake.",FALSE
172348,525,"Future.feat..Drake.",FALSE
173553,532,"Future.feat..Drake.",FALSE
175853,544,"Future.feat..Drake.",FALSE
176878,549,"Future.feat..Drake.",FALSE
178317,555,"Future.feat..Drake.",FALSE
180105,562,"Future.feat..Drake.",FALSE
181938,569,"Future.feat..Drake.",FALSE
183749,575,"Future.feat..Drake.",FALSE
184937,583,"Future.feat..Drake.",FALSE
186584,589,"Future.feat..Drake.",FALSE
188279,595,"Future.feat..Drake.",FALSE
189973,602,"Future.feat..Drake.",FALSE
191830,609,"Future.feat..Drake.",FALSE
192805,616,"Future.feat..Drake.",FALSE
193872,621,"Future.feat..Drake.",FALSE
195055,628,"Future.feat..Drake.",FALSE
196378,635,"Future.feat..Drake.",FALSE
198421,647,"Future.feat..Drake.",FALSE
199605,652,"Future.feat..Drake.",FALSE
201788,660,"Future.feat..Drake.",FALSE
203947,666,"Future.feat..Drake.",FALSE
206365,675,"Future.feat..Drake.",FALSE
207340,677,"Future.feat..Drake.",FALSE
212052,684,"Future.feat..Drake.",FALSE
214118,691,"Future.feat..Drake.",FALSE
216208,703,"Future.feat..Drake.",FALSE
217347,708,"Future.feat..Drake.",FALSE
218855,714,"Future.feat..Drake.",FALSE
220875,721,"Future.feat..Drake.",FALSE
222546,728,"Future.feat..Drake.",FALSE
224263,735,"Future.feat..Drake.",FALSE
225795,741,"Future.feat..Drake.",FALSE
227280,747,"Future.feat..Drake.",FALSE
229137,753,"Future.feat..Drake.",FALSE
230925,760,"Future.feat..Drake.",FALSE
232390,766,"Future.feat..Drake.",FALSE
234178,773,"Future.feat..Drake.",FALSE
235710,779,"Future.feat..Drake.",FALSE
237792,785,"Future.feat..Drake.",FALSE
4596,1,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
5664,3,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
10888,11,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
12977,16,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
16070,25,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
20598,35,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
24224,47,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
25456,58,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
27773,65,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
30213,76,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
32815,87,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
34628,92,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
36930,103,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
39278,112,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
41742,120,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
43836,128,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
46414,138,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
48574,144,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
51316,154,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
53503,164,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
55548,172,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
57896,180,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
60108,187,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
62733,194,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
63717,199,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
66339,209,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
68361,214,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
71488,228,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
73186,237,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
77557,250,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
80764,263,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
83041,266,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
85689,275,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
87805,283,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
90222,291,"G.Eazy.feat..Tory.Lanez...Tyga.",FALSE
