"endTime","cumulativeWords","song"
207009,855,"TSong3..Eminem."
208636,861,"TSong3..Eminem."
209704,865,"TSong3..Eminem."
211168,873,"TSong3..Eminem."
213118,881,"TSong3..Eminem."
215628,889,"TSong3..Eminem."
216860,895,"TSong3..Eminem."
217720,898,"TSong3..Eminem."
218603,901,"TSong3..Eminem."
219789,904,"TSong3..Eminem."
222391,908,"TSong3..Eminem."
222253,913,"TSong3..Eminem."
224693,921,"TSong3..Eminem."
226019,927,"TSong3..Eminem."
227044,930,"TSong3..Eminem."
228110,933,"TSong3..Eminem."
229109,936,"TSong3..Eminem."
230503,940,"TSong3..Eminem."
231503,945,"TSong3..Eminem."
233872,953,"TSong3..Eminem."
235290,959,"TSong3..Eminem."
236173,962,"TSong3..Eminem."
237265,965,"TSong3..Eminem."
238589,968,"TSong3..Eminem."
239660,972,"TSong3..Eminem."
240661,977,"TSong3..Eminem."
243052,985,"TSong3..Eminem."
244354,991,"TSong3..Eminem."
245400,994,"TSong3..Eminem."
246631,997,"TSong3..Eminem."
247584,1000,"TSong3..Eminem."
248980,1001,"TSong3..Eminem."
251814,1011,"TSong3..Eminem."
254763,1013,"TSong3..Eminem."
257295,1017,"TSong3..Eminem."
