"Date","TSAscreenings"
2023-07-23,2789694
2023-07-22,2486267
2023-07-21,2780893
2023-07-20,2739648
2023-07-19,2512531
2023-07-18,2404254
2023-07-17,2736189
2023-07-16,2732581
2023-07-15,2486399
2023-07-14,2738536
2023-07-13,2720764
2023-07-12,2450645
2023-07-11,2350817
2023-07-10,2683003
2023-07-09,2634012
2023-07-08,2430950
2023-07-07,2555001
2023-07-06,2529182
2023-07-05,2481122
2023-07-04,2007445
2023-07-03,2288649
2023-07-02,2529730
2023-07-01,2588335
2023-06-30,2884783
2023-06-29,2759141
2023-06-28,2530701
2023-06-27,2378082
2023-06-26,2680657
2023-06-25,2756488
2023-06-24,2456097
2023-06-23,2771620
2023-06-22,2715730
2023-06-21,2491306
2023-06-20,2436834
2023-06-19,2730317
2023-06-18,2640229
2023-06-17,2435989
2023-06-16,2785529
2023-06-15,2730123
2023-06-14,2452085
2023-06-13,2332992
2023-06-12,2625141
2023-06-11,2722225
2023-06-10,2322200
2023-06-09,2675108
2023-06-08,2628367
2023-06-07,2341044
2023-06-06,2220737
2023-06-05,2555015
2023-06-04,2648024
2023-06-03,2221884
2023-06-02,2534724
2023-06-01,2463873
2023-05-31,2255052
2023-05-30,2342489
2023-05-29,2577437
2023-05-28,2257766
2023-05-27,2206575
2023-05-26,2744469
2023-05-25,2658057
2023-05-24,2429358
2023-05-23,2262673
2023-05-22,2562419
2023-05-21,2650573
2023-05-20,2213471
2023-05-19,2655587
2023-05-18,2627978
2023-05-17,2305668
2023-05-16,2168144
2023-05-15,2586566
2023-05-14,2484125
2023-05-13,2113445
2023-05-12,2524891
2023-05-11,2585633
2023-05-10,2248503
2023-05-09,2073603
2023-05-08,2468179
2023-05-07,2583350
2023-05-06,2043700
2023-05-05,2508503
2023-05-04,2498939
2023-05-03,2158446
2023-05-02,1992142
2023-05-01,2411749
2023-04-30,2505077
2023-04-29,1954022
2023-04-28,2503233
2023-04-27,2517253
2023-04-26,2178370
2023-04-25,2011519
2023-04-24,2417427
2023-04-23,2564762
2023-04-22,2056341
2023-04-21,2585925
2023-04-20,2510568
2023-04-19,2214841
2023-04-18,2065326
2023-04-17,2446947
2023-04-16,2575220
2023-04-15,2150251
2023-04-14,2532863
2023-04-13,2437708
2023-04-12,2150587
2023-04-11,2123254
2023-04-10,2511861
2023-04-09,2375705
2023-04-08,2093075
2023-04-07,2475368
2023-04-06,2508487
2023-04-05,2199464
2023-04-04,2066489
2023-04-03,2384806
2023-04-02,2528489
2023-04-01,2239314
2023-03-31,2521659
2023-03-30,2462648
2023-03-29,2206337
2023-03-28,2033766
2023-03-27,2374441
2023-03-26,2514762
2023-03-25,2208254
2023-03-24,2508182
2023-03-23,2441286
2023-03-22,2189372
2023-03-21,2026078
2023-03-20,2399550
2023-03-19,2592384
2023-03-18,2278790
2023-03-17,2517194
2023-03-16,2461141
2023-03-15,2260097
2023-03-14,2022912
2023-03-13,2390797
2023-03-12,2527599
2023-03-11,2279445
2023-03-10,2562389
2023-03-09,2397930
2023-03-08,2125163
2023-03-07,1907186
2023-03-06,2197079
2023-03-05,2412281
2023-03-04,2040542
2023-03-03,2375612
2023-03-02,2299188
2023-03-01,2062287
2023-02-28,1876825
2023-02-27,2230481
2023-02-26,2394788
2023-02-25,2047075
2023-02-24,2413692
2023-02-23,2317943
2023-02-22,1998636
2023-02-21,2046424
2023-02-20,2466587
2023-02-19,2314101
2023-02-18,2053266
2023-02-17,2504187
2023-02-16,2327313
2023-02-15,2006022
2023-02-14,1670451
2023-02-13,2066634
2023-02-12,2113656
2023-02-11,1809088
2023-02-10,2254803
2023-02-09,2152183
2023-02-08,1793794
2023-02-07,1622865
2023-02-06,2033636
2023-02-05,2195570
2023-02-04,1669778
2023-02-03,2102998
2023-02-02,2035923
2023-02-01,1604546
2023-01-31,1531806
2023-01-30,1932014
2023-01-29,2137929
2023-01-28,1649696
2023-01-27,2115222
2023-01-26,2089208
2023-01-25,1671867
2023-01-24,1559251
2023-01-23,1965789
2023-01-22,2135304
2023-01-21,1656540
2023-01-20,2083953
2023-01-19,1993765
2023-01-18,1667112
2023-01-17,1788696
2023-01-16,2115696
2023-01-15,2032496
2023-01-14,1796768
2023-01-13,2299159
2023-01-12,2182659
2023-01-11,1709703
2023-01-10,1671507
2023-01-09,2008182
2023-01-08,2214608
2023-01-07,1906785
2023-01-06,2030131
2023-01-05,2025074
2023-01-04,1981522
2023-01-03,2203005
2023-01-02,2361734
2023-01-01,2031163
2022-12-31,1932949
2022-12-30,2367709
2022-12-29,2168039
2022-12-28,2143566
2022-12-27,2163901
2022-12-26,2211993
2022-12-25,1792282
2022-12-24,1827279
2022-12-23,2079519
2022-12-22,2345767
2022-12-21,2416381
2022-12-20,2199432
2022-12-19,2258485
2022-12-18,2352352
2022-12-17,2225557
2022-12-16,2437173
2022-12-15,2282054
2022-12-14,1981890
2022-12-13,1803264
2022-12-12,2157893
2022-12-11,2227120
2022-12-10,1878353
2022-12-09,2287095
2022-12-08,2199544
2022-12-07,1876027
2022-12-06,1691907
2022-12-05,2132514
2022-12-04,2256037
2022-12-03,1783271
2022-12-02,2124514
2022-12-01,2044164
2022-11-30,1886607
2022-11-29,1945377
2022-11-28,2412397
2022-11-27,2560623
2022-11-26,2268189
2022-11-25,1980837
2022-11-24,1400490
2022-11-23,2455142
2022-11-22,2299346
2022-11-21,2265574
2022-11-20,2327284
2022-11-19,2148196
2022-11-18,2451996
2022-11-17,2316875
2022-11-16,1965673
2022-11-15,1889169
2022-11-14,2263943
2022-11-13,2435219
2022-11-12,1871427
2022-11-11,2317632
2022-11-10,2176720
2022-11-09,1932418
2022-11-08,1881131
2022-11-07,2208501
2022-11-06,2390132
2022-11-05,1917434
2022-11-04,2307677
2022-11-03,2236880
2022-11-02,1891588
2022-11-01,1966658
2022-10-31,1919453
2022-10-30,2235846
2022-10-29,1828747
2022-10-28,2315301
